individual,lifetime_reproduction,ImmGeneticAncestry,sex,ShotOrNot
786,0,0.65625,Female,DeadNotShot
787,0,0.53125,Female,DeadNotShot
788,0,0.84375,Male,DeadNotShot
789,0,0.59375,Male,DeadNotShot
790,9,0.59375,Male,DeadNotShot
791,0,0.34375,Male,DeadNotShot
792,9,0.84375,Female,DeadNotShot
793,0,0.4375,Male,DeadNotShot
794,0,0.3125,Male,Shot
795,1,0.265625,Male,Shot
796,22,0.625,Male,DeadNotShot
797,0,0.125,Male,DeadNotShot
798,0,0.125,Male,Living
799,0,0.625,Male,DeadNotShot
800,0,0.21875,Male,Shot
801,0,0.125,Male,DeadNotShot
802,0,0.125,Female,Shot
803,0,0.625,Female,DeadNotShot
804,0,0.625,Female,DeadNotShot
805,0,1,Male,DeadNotShot
806,0,0.453125,Male,Living
807,0,0.48046875,Female,DeadNotShot
808,0,0.046875,Male,Living
809,0,0.046875,Female,DeadNotShot
810,6,0.25,Female,DeadNotShot
811,6,0.5,Female,DeadNotShot
812,2,0.5,Female,DeadNotShot
813,0,0.921875,Female,DeadNotShot
814,0,0.921875,Male,Shot
815,0,0.921875,Male,DeadNotShot
816,3,0.421875,Female,DeadNotShot
817,0,0.421875,Male,Living
818,0,0.546875,Male,Living
819,0,0.421875,Male,Living
820,0,0.421875,Male,Living
821,0,0.421875,Male,DeadNotShot
822,0,0.671875,Female,DeadNotShot
823,2,0.296875,Male,Shot
824,0,0.671875,Female,Shot
825,0,0.546875,Female,Shot
826,0,0.734375,Male,Shot
827,0,0.734375,Female,Shot
828,0,0.890625,Female,Shot
829,2,0.890625,Female,Shot
830,6,0.734375,Female,DeadNotShot
831,5,0.78125,Female,Living
832,1,0.828125,Male,DeadNotShot
833,0,0.703125,Male,Shot
834,0,0.703125,Male,Living
835,1,0.890625,Female,Living
836,0,0.734375,Male,DeadNotShot
837,0,0.5625,Female,DeadNotShot
838,0,0.6015625,Female,DeadNotShot
839,0,0.46875,Female,Shot
840,0,0.5625,Male,Shot
841,4,0.1875,Female,Living
842,0,0.4375,Male,Living
843,0,0.1875,Female,DeadNotShot
844,0,0.1875,Male,Living
845,0,0.1875,Male,Living
846,0,0.1875,Male,Living
847,0,0.375,Male,Shot
848,0,0.578125,Female,DeadNotShot
849,0,0.484375,Female,DeadNotShot
850,0,0.609375,Male,DeadNotShot
851,0,0.453125,Male,DeadNotShot
852,0,0.7421875,Female,DeadNotShot
853,0,0.640625,Male,Shot
854,0,0.65625,Male,Living
855,0,0.125,Male,Shot
856,0,0.125,Male,DeadNotShot
857,10,0.125,Female,DeadNotShot
858,0,0.125,Female,DeadNotShot
859,0,0.125,Male,DeadNotShot
860,0,0.125,Female,DeadNotShot
861,0,0.125,Male,DeadNotShot
862,0,0.125,Male,DeadNotShot
863,0,0.125,Male,DeadNotShot
864,5,0,Female,DeadNotShot
865,0,0.5,Male,DeadNotShot
866,5,0,Female,DeadNotShot
867,3,0,Female,DeadNotShot
868,0,0,Male,DeadNotShot
869,0,0,Male,DeadNotShot
870,0,0,Male,DeadNotShot
871,0,0,Male,DeadNotShot
872,8,0,Female,DeadNotShot
873,7,0.21875,Female,Shot
874,4,0.5,Female,DeadNotShot
875,0,0.5,Male,DeadNotShot
876,1,0.5,Female,DeadNotShot
877,2,0.5,Female,DeadNotShot
878,0,0.5,Male,DeadNotShot
879,5,1,Female,DeadNotShot
880,14,0.25,Female,DeadNotShot
881,0,0.25,Male,DeadNotShot
882,10,0.25,Female,DeadNotShot
883,2,0.25,Female,DeadNotShot
884,0,0.25,Male,Shot
885,3,0.75,Female,DeadNotShot
886,5,0.5,Female,DeadNotShot
887,11,0.75,Female,DeadNotShot
888,0,0.75,Male,DeadNotShot
889,9,0.5,Female,DeadNotShot
890,0,0.7109375,Female,Living
891,0,0.3984375,Female,Living
892,3,0,Male,DeadNotShot
893,12,0.5,Male,DeadNotShot
894,3,0,Male,DeadNotShot
895,0,0.4375,Female,DeadNotShot
896,0,0.4375,Female,DeadNotShot
897,0,0.1875,Male,DeadNotShot
898,0,0.3125,Female,DeadNotShot
899,0,0.3125,Male,DeadNotShot
900,0,0,Male,DeadNotShot
901,0,0.25,Female,DeadNotShot
902,0,0.25,Male,DeadNotShot
903,0,0.25,Female,DeadNotShot
904,0,0.203125,Male,DeadNotShot
905,2,0.203125,Female,Shot
906,0,0.703125,Female,Shot
907,0,0.203125,Male,DeadNotShot
908,0,0,Female,DeadNotShot
909,0,0,Male,DeadNotShot
910,0,0.25,Female,DeadNotShot
911,3,1,Male,DeadNotShot
912,1,0.125,Female,DeadNotShot
913,2,0.125,Female,DeadNotShot
914,0,1,Male,DeadNotShot
915,0,0.53125,Female,DeadNotShot
916,0,0.53125,Male,DeadNotShot
917,0,0.78125,Female,DeadNotShot
918,0,0.40625,Male,DeadNotShot
919,7,0.25,Female,Shot
920,0,0,Male,Shot
921,0,0,Male,Shot
922,0,0,Male,Shot
923,0,0,Male,DeadNotShot
924,0,0,Male,DeadNotShot
925,2,0,Female,DeadNotShot
926,2,0,Male,DeadNotShot
927,6,0,Female,Shot
928,2,0.5,Male,DeadNotShot
929,0,0.34375,Male,Shot
930,0,0.5625,Female,Shot
931,4,0.875,Female,Shot
932,0,0.640625,Female,DeadNotShot
933,0,0.53125,Male,DeadNotShot
934,0,0.53125,Female,DeadNotShot
935,0,0.28125,Male,Shot
936,0,0.125,Male,DeadNotShot
937,0,0.125,Female,Living
938,0,0.5,Female,Living
939,0,0,Male,DeadNotShot
940,1,0.5,Female,DeadNotShot
941,0,0,Male,DeadNotShot
942,0,0.25,Female,DeadNotShot
943,0,0.125,Male,DeadNotShot
944,0,0.5,Female,DeadNotShot
945,0,0.125,Female,DeadNotShot
946,0,0,Female,DeadNotShot
947,6,1,Male,DeadNotShot
948,0,0.375,Female,DeadNotShot
949,0,0.375,Male,DeadNotShot
950,0,0.375,Male,DeadNotShot
951,0,0.125,Male,DeadNotShot
952,8,0.25,Female,DeadNotShot
953,0,0.5,Male,DeadNotShot
954,1,0.3125,Female,DeadNotShot
955,5,0.375,Female,Shot
956,0,0.1875,Male,Shot
957,1,0.4375,Female,Shot
958,3,0.1875,Male,DeadNotShot
959,12,0.5,Male,DeadNotShot
960,0,0.5,Male,DeadNotShot
961,0,0.25,Male,DeadNotShot
962,0,0,Female,DeadNotShot
963,2,0,Female,DeadNotShot
964,8,0.375,Female,Shot
965,3,0.1875,Female,DeadNotShot
966,0,0.46875,Female,Shot
967,0,0.578125,Male,Shot
968,4,0.1875,Female,Shot
969,0,0.1875,Female,DeadNotShot
970,0,0.1875,Female,Shot
971,0,0.375,Female,DeadNotShot
972,4,0.5,Female,DeadNotShot
973,0,0.875,Male,DeadNotShot
974,13,0.5,Male,Shot
975,10,0,Female,DeadNotShot
976,0,0.5625,Female,Shot
977,0,0.1875,Male,DeadNotShot
978,0,0,Male,DeadNotShot
979,5,0,Female,DeadNotShot
980,10,0,Male,DeadNotShot
981,0,0,Male,DeadNotShot
982,5,0,Female,DeadNotShot
983,0,0,Male,DeadNotShot
984,10,0.5,Female,DeadNotShot
985,0,0.5,Male,DeadNotShot
986,0,0,Male,DeadNotShot
987,0,0,Male,DeadNotShot
988,17,1,Male,DeadNotShot
989,11,0,Male,DeadNotShot
990,0,0.59375,Female,DeadNotShot
991,0,0.59375,Male,Shot
992,0,0.5390625,Female,Living
993,0,0.0625,Female,DeadNotShot
994,0,0.0625,Female,DeadNotShot
995,0,0.0625,Female,DeadNotShot
996,1,0.375,Male,Shot
997,0,0.6875,Male,DeadNotShot
998,0,0.375,Male,Shot
999,0,0.5,Female,DeadNotShot
1000,0,0.6015625,Male,DeadNotShot
1001,0,0.609375,Male,DeadNotShot
1002,0,0.609375,Female,DeadNotShot
1003,0,0.609375,Female,DeadNotShot
1004,0,0.28125,Male,DeadNotShot
1005,0,0.15625,Male,DeadNotShot
1006,0,0.375,Male,DeadNotShot
1007,24,0.1875,Male,DeadNotShot
1008,0,0.25,Male,DeadNotShot
1009,9,0.3125,Male,DeadNotShot
1010,0,0.0625,Male,DeadNotShot
1011,0,0.0625,Female,DeadNotShot
1012,2,0.0625,Female,DeadNotShot
1013,0,0.0625,Male,DeadNotShot
1014,0,0.4375,Male,DeadNotShot
1015,5,0.5625,Female,DeadNotShot
1016,0,0.3125,Male,DeadNotShot
1017,0,0.4375,Male,DeadNotShot
1018,0,0.4375,Male,DeadNotShot
1019,8,0.5625,Female,DeadNotShot
1020,0,0.3125,Male,DeadNotShot
1021,0,0.6875,Female,DeadNotShot
1022,0,0.0625,Female,DeadNotShot
1023,0,0.0625,Female,DeadNotShot
1024,0,0.0625,Male,DeadNotShot
1025,0,0.375,Male,Shot
1026,0,0.390625,Male,Shot
1027,0,0.6875,Male,Shot
1028,0,0.3125,Female,Shot
1029,1,0.625,Female,Shot
1030,8,0.75,Female,DeadNotShot
1031,0,0.25,Female,DeadNotShot
1032,9,0.75,Male,DeadNotShot
1033,0,0.5,Female,DeadNotShot
1034,0,0.5,Male,DeadNotShot
1035,7,0.25,Male,DeadNotShot
1036,0,1,Male,DeadNotShot
1037,0,0,Male,DeadNotShot
1038,0,0.375,Female,DeadNotShot
1039,0,0.5,Female,DeadNotShot
1040,0,0.625,Female,DeadNotShot
1041,0,0.375,Male,DeadNotShot
1042,0,0.625,Male,DeadNotShot
1043,0,0.625,Male,DeadNotShot
1044,0,0.625,Male,DeadNotShot
1045,0,0.65625,Male,DeadNotShot
1046,0,0.15625,Male,Living
1047,0,0.65625,Female,Shot
1048,0,1,Male,DeadNotShot
1049,0,1,Male,DeadNotShot
1050,0,1,Male,DeadNotShot
1051,0,1,Male,DeadNotShot
1052,0,1,Male,DeadNotShot
1053,0,1,Male,DeadNotShot
1054,0,1,Male,DeadNotShot
1055,0,1,Male,DeadNotShot
1056,0,1,Male,DeadNotShot
1057,0,1,Male,DeadNotShot
1058,0,1,Male,DeadNotShot
1059,0,1,Male,DeadNotShot
1060,0,1,Male,DeadNotShot
1061,0,1,Male,DeadNotShot
1062,0,1,Male,DeadNotShot
1063,0,1,Male,DeadNotShot
1064,0,1,Male,DeadNotShot
1065,0,1,Male,DeadNotShot
1066,0,1,Male,DeadNotShot
1067,0,1,Male,DeadNotShot
1068,0,1,Male,DeadNotShot
1069,0,1,Male,DeadNotShot
1070,0,1,Male,DeadNotShot
1071,0,1,Male,DeadNotShot
1072,0,1,Male,DeadNotShot
1073,0,1,Male,DeadNotShot
1074,0,1,Male,DeadNotShot
1075,0,1,Male,DeadNotShot
1076,0,1,Male,DeadNotShot
1077,0,1,Male,DeadNotShot
1078,0,1,Male,DeadNotShot
1079,0,1,Male,DeadNotShot
1080,0,1,Male,DeadNotShot
1081,0,1,Male,DeadNotShot
1082,0,1,Male,DeadNotShot
1083,0,1,Male,DeadNotShot
1084,0,1,Male,DeadNotShot
1085,0,1,Male,DeadNotShot
1086,0,1,Male,DeadNotShot
1087,0,1,Male,DeadNotShot
1088,0,1,Male,DeadNotShot
1089,0,1,Male,DeadNotShot
1090,0,1,Male,DeadNotShot
1091,0,1,Male,DeadNotShot
1092,0,1,Male,DeadNotShot
1093,0,1,Male,DeadNotShot
1094,0,1,Male,DeadNotShot
1095,0,1,Male,DeadNotShot
1096,0,1,Male,DeadNotShot
1097,0,1,Male,DeadNotShot
1098,0,1,Male,DeadNotShot
1099,0,1,Male,DeadNotShot
1100,0,1,Male,DeadNotShot
1101,0,1,Male,DeadNotShot
1102,0,1,Male,DeadNotShot
1103,0,1,Male,DeadNotShot
1104,0,1,Male,DeadNotShot
1105,0,1,Male,DeadNotShot
1106,0,1,Male,DeadNotShot
1107,0,1,Male,DeadNotShot
1108,0,1,Male,DeadNotShot
1109,0,1,Male,DeadNotShot
1110,0,1,Male,DeadNotShot
1111,0,1,Male,DeadNotShot
1112,0,1,Male,DeadNotShot
1113,0,1,Male,DeadNotShot
1114,0,1,Male,DeadNotShot
1115,0,1,Male,DeadNotShot
1116,0,1,Male,DeadNotShot
1117,0,1,Male,DeadNotShot
1118,0,1,Male,DeadNotShot
1119,0,1,Male,DeadNotShot
1120,0,1,Male,DeadNotShot
1121,0,1,Male,DeadNotShot
1122,0,1,Male,DeadNotShot
1123,0,1,Male,DeadNotShot
1124,0,1,Male,DeadNotShot
1125,0,1,Male,DeadNotShot
1126,0,1,Male,DeadNotShot
1127,0,1,Male,DeadNotShot
1128,0,1,Male,DeadNotShot
1129,0,1,Male,DeadNotShot
1130,0,1,Male,DeadNotShot
1131,0,1,Male,DeadNotShot
1132,0,1,Male,DeadNotShot
1133,0,1,Male,DeadNotShot
1134,0,1,Male,DeadNotShot
1135,0,1,Male,DeadNotShot
1136,0,1,Male,DeadNotShot
1137,0,1,Male,DeadNotShot
1138,0,1,Male,DeadNotShot
1139,0,1,Male,DeadNotShot
1140,0,1,Male,DeadNotShot
1141,0,1,Male,DeadNotShot
1142,0,1,Male,DeadNotShot
1143,0,1,Male,DeadNotShot
1144,0,1,Male,DeadNotShot
1145,0,1,Male,DeadNotShot
1146,0,1,Male,DeadNotShot
1147,0,1,Male,DeadNotShot
1148,0,1,Male,DeadNotShot
1149,0,1,Male,DeadNotShot
1150,0,1,Male,DeadNotShot
1151,0,1,Male,DeadNotShot
1152,0,1,Male,DeadNotShot
1153,0,1,Male,DeadNotShot
1154,0,1,Male,DeadNotShot
1155,0,1,Male,DeadNotShot
1156,0,1,Male,DeadNotShot
1157,0,1,Male,DeadNotShot
1158,0,1,Male,DeadNotShot
1159,0,1,Male,DeadNotShot
1160,0,1,Male,DeadNotShot
1161,0,1,Male,DeadNotShot
1162,0,1,Male,DeadNotShot
1163,0,1,Male,DeadNotShot
1164,0,1,Male,DeadNotShot
1165,0,1,Male,DeadNotShot
1166,0,1,Male,DeadNotShot
1167,0,1,Male,DeadNotShot
1168,0,1,Male,DeadNotShot
1169,0,1,Male,DeadNotShot
1170,0,1,Male,DeadNotShot
1171,0,1,Male,DeadNotShot
1172,0,1,Male,DeadNotShot
1173,0,1,Male,DeadNotShot
1174,0,1,Female,DeadNotShot
1175,0,1,Female,DeadNotShot
1176,0,1,Female,DeadNotShot
1177,0,1,Male,DeadNotShot
1178,0,1,Male,DeadNotShot
1179,0,1,Female,DeadNotShot
1180,0,1,Female,DeadNotShot
1181,0,1,Female,DeadNotShot
1182,0,0.75,Male,DeadNotShot
1183,0,1,Male,DeadNotShot
1184,0,0.5,Male,DeadNotShot
1185,0,1,Male,DeadNotShot
1186,0,1,Male,DeadNotShot
1187,0,1,Male,DeadNotShot
1188,0,1,Male,DeadNotShot
1189,0,1,Male,DeadNotShot
1190,0,1,Male,DeadNotShot
1191,0,1,Male,DeadNotShot
1192,0,0.765625,Male,DeadNotShot
1193,0,0.875,Male,DeadNotShot
1194,0,1,Male,DeadNotShot
1195,0,1,Male,DeadNotShot
1196,0,1,Male,DeadNotShot
1197,0,0.5,Male,DeadNotShot
1198,0,1,Male,DeadNotShot
1199,0,1,Male,DeadNotShot
1200,0,1,Male,DeadNotShot
1201,0,1,Male,DeadNotShot
1202,0,1,Male,DeadNotShot
1203,0,1,Male,DeadNotShot
1204,0,1,Male,DeadNotShot
1205,0,1,Male,DeadNotShot
1206,0,0.5,Male,DeadNotShot
1207,0,1,Male,DeadNotShot
1208,0,0.75,Male,DeadNotShot
1209,0,1,Male,DeadNotShot
1210,0,1,Male,DeadNotShot
1211,0,1,Male,DeadNotShot
1212,0,1,Male,DeadNotShot
1213,0,0.5,Male,DeadNotShot
1214,2,1,Male,DeadNotShot
1215,0,1,Male,DeadNotShot
1216,0,1,Male,DeadNotShot
1217,0,1,Male,DeadNotShot
1218,0,1,Female,DeadNotShot
1219,0,0.71875,Female,DeadNotShot
1220,0,1,Female,DeadNotShot
1221,0,0.75,Female,DeadNotShot
1222,0,1,Female,DeadNotShot
1223,2,1,Male,DeadNotShot
1224,5,0.75,Male,DeadNotShot
1225,3,1,Male,DeadNotShot
1226,3,1,Male,DeadNotShot
1227,4,1,Male,DeadNotShot
1228,7,1,Male,DeadNotShot
1229,3,1,Male,DeadNotShot
1230,5,1,Male,DeadNotShot
1231,2,1,Male,DeadNotShot
1232,2,1,Male,DeadNotShot
1233,6,1,Male,DeadNotShot
1234,3,1,Male,DeadNotShot
1235,4,0.765625,Male,DeadNotShot
1236,6,0.875,Male,DeadNotShot
1237,2,1,Male,DeadNotShot
1238,3,1,Male,DeadNotShot
1239,2,0.65625,Male,DeadNotShot
1240,4,1,Male,DeadNotShot
1241,5,1,Male,DeadNotShot
1242,3,1,Male,DeadNotShot
1243,2,0.5,Male,DeadNotShot
1244,2,1,Male,DeadNotShot
1245,3,1,Male,DeadNotShot
1246,3,1,Male,DeadNotShot
1247,3,1,Male,DeadNotShot
1248,6,1,Male,DeadNotShot
1249,3,0.6875,Male,DeadNotShot
1250,2,1,Male,DeadNotShot
1251,2,1,Male,DeadNotShot
1252,2,0.71875,Male,DeadNotShot
1253,2,1,Male,DeadNotShot
1254,2,1,Male,DeadNotShot
1255,2,1,Male,DeadNotShot
1256,2,1,Male,DeadNotShot
1257,2,0.5,Male,DeadNotShot
1258,2,1,Male,DeadNotShot
1259,2,1,Male,DeadNotShot
1260,4,1,Male,DeadNotShot
1261,3,1,Male,DeadNotShot
1262,2,0.625,Male,DeadNotShot
1263,3,1,Male,DeadNotShot
1264,1,0.6875,Male,DeadNotShot
1265,2,1,Male,DeadNotShot
1266,1,0.65625,Male,DeadNotShot
1267,1,0.75,Male,DeadNotShot
1268,1,0.625,Male,DeadNotShot
1269,1,1,Male,DeadNotShot
1270,3,0.75,Male,DeadNotShot
1271,1,0.875,Male,DeadNotShot
1272,1,0.625,Male,DeadNotShot
1273,1,0.875,Male,DeadNotShot
1274,1,0.875,Male,DeadNotShot
1275,1,0.75,Male,DeadNotShot
1276,1,0.5,Male,DeadNotShot
1277,1,0.625,Male,DeadNotShot
1278,1,0.5,Male,DeadNotShot
1279,3,1,Male,DeadNotShot
1280,0,1,Male,DeadNotShot
1281,2,0.5,Male,DeadNotShot
1282,2,1,Male,DeadNotShot
1283,2,1,Male,DeadNotShot
1284,2,1,Male,DeadNotShot
1285,2,1,Male,DeadNotShot
1286,2,1,Male,DeadNotShot
1287,2,1,Male,DeadNotShot
1288,3,1,Male,DeadNotShot
1289,2,1,Male,DeadNotShot
1290,2,1,Male,DeadNotShot
1291,2,1,Male,DeadNotShot
1292,2,1,Male,DeadNotShot
1293,1,1,Male,DeadNotShot
1294,1,1,Male,DeadNotShot
1295,0,0.53125,Female,DeadNotShot
1296,0,0.734375,Male,Living
1297,0,0.671875,Male,Living
1298,0,0.634765625,Male,DeadNotShot
1299,1,0.7578125,Female,Living
1300,0,0.5703125,Male,DeadNotShot
1301,0,0.546875,Male,Living
1302,0,0.5703125,Female,Living
1303,3,0,Female,DeadNotShot
1304,0,0,Male,DeadNotShot
1305,0,0,Female,DeadNotShot
1306,0,1,Male,DeadNotShot
1307,0,1,Male,DeadNotShot
1308,0,0.4375,Female,DeadNotShot
1309,0,0.4375,Male,DeadNotShot
1310,10,0.4375,Female,DeadNotShot
1311,0,0.4375,Female,DeadNotShot
1312,0,0.4375,Female,DeadNotShot
1313,0,0.5625,Male,DeadNotShot
1314,0,0.4375,Male,DeadNotShot
1315,0,0.1875,Female,Living
1316,0,0.4375,Female,DeadNotShot
1317,0,0.25,Female,DeadNotShot
1318,0,0.1875,Female,DeadNotShot
1319,2,0.8125,Male,DeadNotShot
1320,0,0,Female,DeadNotShot
1321,0,0,Male,DeadNotShot
1322,0,0.5,Male,DeadNotShot
1323,0,1,Male,DeadNotShot
1324,0,1,Male,DeadNotShot
1325,0,0.671875,Male,Shot
1326,1,0.578125,Female,Living
1327,0,0.640625,Male,DeadNotShot
1328,0,0.640625,Female,Living
1329,5,0.75,Female,Shot
1330,0,0,Male,DeadNotShot
1331,1,0,Female,DeadNotShot
1332,0,0,Male,DeadNotShot
1333,0,0.28125,Female,DeadNotShot
1334,0,0.43359375,Male,DeadNotShot
1335,2,0.8046875,Female,Shot
1336,1,0.3046875,Female,DeadNotShot
1337,2,0.3046875,Male,Shot
1338,0,0,Male,DeadNotShot
1339,0,0.0625,Male,DeadNotShot
1340,0,1,Male,DeadNotShot
1341,0,0.3125,Female,DeadNotShot
1342,0,0.3125,Male,Shot
1343,3,0.3125,Male,DeadNotShot
1344,0,0.3125,Male,DeadNotShot
1345,0,0.3125,Male,DeadNotShot
1346,0,0.3125,Female,DeadNotShot
1347,10,0.3125,Female,DeadNotShot
1348,14,0.375,Female,DeadNotShot
1349,1,0.125,Female,DeadNotShot
1350,0,0.125,Female,DeadNotShot
1351,0,0.25,Male,DeadNotShot
1352,1,0.5,Male,DeadNotShot
1353,0,0.125,Female,DeadNotShot
1354,5,0.125,Female,Living
1355,2,0.5625,Female,Shot
1356,1,0.265625,Female,Shot
1357,0,0.5390625,Female,Shot
1358,0,0.125,Female,Living
1359,0,0.625,Female,DeadNotShot
1360,0,0.625,Female,DeadNotShot
1361,1,0.875,Male,DeadNotShot
1362,0,0.375,Male,DeadNotShot
1363,0,0.375,Male,DeadNotShot
1364,0,0.375,Male,DeadNotShot
1365,0,0.375,Female,DeadNotShot
1366,5,0.5,Male,Shot
1367,1,0.6484375,Male,Living
1368,0,0.2109375,Male,Living
1369,0,0.2109375,Male,Living
1370,0,0.375,Male,DeadNotShot
1371,0,0.125,Male,DeadNotShot
1372,1,0.5,Female,DeadNotShot
1373,0,0.5,Male,DeadNotShot
1374,2,1,Female,DeadNotShot
1375,0,0.375,Male,Shot
1376,0,0.4375,Female,DeadNotShot
1377,0,0.28125,Male,DeadNotShot
1378,1,0.125,Male,DeadNotShot
1379,0,0.40625,Male,DeadNotShot
1380,0,0.375,Male,DeadNotShot
1381,0,0.375,Male,DeadNotShot
1382,9,0.375,Female,DeadNotShot
1383,10,0.4375,Male,DeadNotShot
1384,8,0.1875,Female,DeadNotShot
1385,1,0.125,Female,DeadNotShot
1386,0,0.3125,Female,DeadNotShot
1387,0,0.1875,Male,DeadNotShot
1388,0,1,Male,DeadNotShot
1389,0,0.375,Female,DeadNotShot
1390,0,1,Male,Living
1391,0,0,Male,Shot
1392,0,0,Male,DeadNotShot
1393,0,0,Male,Shot
1394,9,0.25,Female,DeadNotShot
1395,0,0,Male,DeadNotShot
1396,4,0,Female,Shot
1397,0,0.5,Male,DeadNotShot
1398,0,0.5,Male,DeadNotShot
1399,1,1,Female,DeadNotShot
1400,0,0.375,Female,DeadNotShot
1401,4,0.875,Female,DeadNotShot
1402,0,0.75,Male,DeadNotShot
1403,0,0.75,Male,DeadNotShot
1404,0,0.15625,Male,DeadNotShot
1405,7,0.875,Male,DeadNotShot
1406,0,0.5,Male,Shot
1407,0,0.375,Male,DeadNotShot
1408,0,0.375,Male,DeadNotShot
1409,0,0.375,Male,Shot
1410,0,0.6796875,Male,Living
1411,0,0.71875,Male,Living
1412,0,0.40625,Male,Living
1413,0,0.5,Male,DeadNotShot
1414,0,0.8125,Female,DeadNotShot
1415,0,0.4375,Female,Shot
1416,0,0.609375,Female,Shot
1417,1,0.65625,Male,DeadNotShot
1418,1,1,Male,DeadNotShot
1419,0,1,Male,DeadNotShot
1420,1,0.625,Male,DeadNotShot
1421,2,0.5,Female,Shot
1422,0,0.84375,Male,DeadNotShot
1423,0,0.296875,Male,DeadNotShot
1424,0,0.640625,Male,Living
1425,2,0.609375,Male,Living
1426,1,0.5,Female,Living
1427,0,0.40625,Male,Shot
1428,0,0.53125,Female,Shot
1429,0,0.703125,Female,Living
1430,0,0.703125,Female,Living
1431,0,0.203125,Female,Living
1432,0,0,Male,Shot
1433,0,0,Female,Shot
1434,0,0,Female,Shot
1435,0,1,Male,DeadNotShot
1436,0,0.6875,Male,DeadNotShot
1437,2,0.4375,Male,DeadNotShot
1438,0,0.4375,Female,DeadNotShot
1439,0,0.5625,Female,DeadNotShot
1440,0,0.4375,Female,DeadNotShot
1441,0,1,Male,DeadNotShot
1442,3,1,Male,DeadNotShot
1443,0,0.6875,Female,DeadNotShot
1444,0,0.6875,Male,DeadNotShot
1445,7,0.5625,Female,DeadNotShot
1446,0,0.4375,Female,DeadNotShot
1447,0,0.375,Male,DeadNotShot
1448,0,0.3828125,Male,DeadNotShot
1449,0,0.671875,Female,DeadNotShot
1450,0,0.3984375,Male,DeadNotShot
1451,0,0.3984375,Female,DeadNotShot
1452,0,0.6328125,Male,Living
1453,0,0.390625,Male,DeadNotShot
1454,0,0.375,Female,Living
1455,0,0.609375,Male,Living
1456,0,0.234375,Male,Living
1457,0,0.390625,Male,Living
1458,13,0.3125,Male,DeadNotShot
1459,0,0.1875,Male,DeadNotShot
1460,7,0.5625,Female,DeadNotShot
1461,7,0.5625,Male,DeadNotShot
1462,0,0.4375,Male,DeadNotShot
1463,4,0.1875,Male,Shot
1464,2,0.0625,Female,DeadNotShot
1465,12,0.3125,Male,DeadNotShot
1466,6,0.8125,Female,Living
1467,0,0.3125,Female,DeadNotShot
1468,0,0.71875,Female,DeadNotShot
1469,0,0.375,Male,DeadNotShot
1470,0,0.5625,Female,DeadNotShot
1471,5,0.0625,Female,DeadNotShot
1472,0,0.578125,Male,Living
1473,0,0.7734375,Male,DeadNotShot
1474,0,0,Male,DeadNotShot
1475,0,0.0625,Male,DeadNotShot
1476,0,0.0625,Male,DeadNotShot
1477,6,0,Female,Shot
1478,8,0,Female,DeadNotShot
1479,7,0,Female,DeadNotShot
1480,5,0,Female,DeadNotShot
1481,2,0,Male,DeadNotShot
1482,1,0.6796875,Female,Shot
1483,0,0.7734375,Male,Shot
1484,2,0.7109375,Female,Living
1485,0,0.8671875,Female,DeadNotShot
1486,0,0.52734375,Male,Living
1487,0,0.8671875,Male,DeadNotShot
1488,0,0.5234375,Male,DeadNotShot
1489,0,0.7421875,Male,Living
1490,0,1,Male,DeadNotShot
1491,0,0,Male,DeadNotShot
1492,0,0.125,Female,DeadNotShot
1493,2,0.375,Female,DeadNotShot
1494,0,0.125,Female,DeadNotShot
1495,1,0.125,Female,DeadNotShot
1496,0,0.125,Male,DeadNotShot
1497,0,0.5625,Female,DeadNotShot
1498,0,1,Male,Living
1499,0,0.921875,Female,DeadNotShot
1500,3,0,Male,DeadNotShot
1501,0,0.15625,Male,DeadNotShot
1502,0,0.65625,Male,Shot
1503,0,0.3125,Male,Shot
1504,5,0.546875,Male,Living
1505,0,0.34375,Male,Shot
1506,0,0.125,Male,DeadNotShot
1507,0,0,Male,DeadNotShot
1508,0,0,Female,DeadNotShot
1509,0,0,Male,DeadNotShot
1510,4,0.25,Female,DeadNotShot
1511,0,0,Female,DeadNotShot
1512,13,0,Male,DeadNotShot
1513,4,0.1875,Female,DeadNotShot
1514,1,0.5,Female,Shot
1515,6,0.3125,Female,Shot
1516,0,1,Male,Shot
1517,0,0.375,Female,DeadNotShot
1518,5,0.375,Male,DeadNotShot
1519,0,0.625,Female,DeadNotShot
1520,0,0.625,Male,DeadNotShot
1521,6,0.75,Female,DeadNotShot
1522,14,0.875,Female,DeadNotShot
1523,0,0.625,Male,DeadNotShot
1524,6,0.875,Female,DeadNotShot
1525,0,0.625,Female,DeadNotShot
1526,0,0.625,Male,DeadNotShot
1527,0,0.5,Female,DeadNotShot
1528,0,0,Male,DeadNotShot
1529,0,1,Male,DeadNotShot
1530,0,1,Male,DeadNotShot
1531,8,0.25,Female,DeadNotShot
1532,5,0.5625,Female,DeadNotShot
1533,0,0.28125,Male,Living
1534,0,0.1875,Female,DeadNotShot
1535,3,0.5625,Female,Shot
1536,2,0.1875,Female,DeadNotShot
1537,1,0.5625,Male,DeadNotShot
1538,9,0.5625,Female,DeadNotShot
1539,0,0.25,Male,DeadNotShot
1540,9,0.5,Female,DeadNotShot
1541,0,0.625,Female,DeadNotShot
