"","year","degree","obs.days.freq","obs.days.dur","obs.norm","sex","age","anon.id"
"443",2011,18,1,NA,1,"male","adult","93591e61"
"444",2015,5,2,29,1,"female","juvenile","ab9bdf7e"
"445",2011,6,1,NA,1,"female","calf","ab9bdf7e"
"446",2014,9,4,43,1.25,"female","juvenile","ab9bdf7e"
"447",2013,36,6,33.4,1.33333333333333,"female","juvenile","ab9bdf7e"
"448",2012,24,3,20,1.33333333333333,"female","juvenile","ab9bdf7e"
"449",2011,11,1,NA,1,NA,"juvenile","267e8be8"
"450",2013,57,9,22.125,1.22222222222222,"female","adult","1ebc4af7"
"451",2012,27,8,18.1428571428571,1.125,"female","adult","1ebc4af7"
"452",2015,49,9,23,1.44444444444444,"female","adult","1ebc4af7"
"453",2014,52,7,23,1.14285714285714,"female","adult","1ebc4af7"
"454",2011,31,2,3,1,"female","adult","1ebc4af7"
"455",2014,52,19,10.1666666666667,1.42105263157895,"female","juvenile","57fb09d6"
"456",2011,27,20,10,1.15,"female","calf","57fb09d6"
"457",2013,38,21,9.75,1.23809523809524,"female","juvenile","57fb09d6"
"458",2012,33,14,7.38461538461539,1.07142857142857,"female","juvenile","57fb09d6"
"459",2015,71,54,3.79245283018868,1.35185185185185,"female","juvenile","57fb09d6"
"460",2011,20,4,12.6666666666667,1,"female","adult","6f39c8c9"
"461",2013,13,7,30,1.14285714285714,"female","adult","6f39c8c9"
"462",2015,55,8,26,1,"female","adult","6f39c8c9"
"463",2014,30,7,29.3333333333333,1.28571428571429,"female","adult","6f39c8c9"
"464",2012,11,3,37.5,1,"female","adult","6f39c8c9"
"465",2011,7,2,27,1,NA,"juvenile","c5758f94"
"466",2015,81,4,45.6666666666667,1.25,NA,"adult","c5758f94"
"467",2013,30,2,123,1.5,NA,"juvenile","c5758f94"
"468",2015,1,1,NA,1,NA,"juvenile","fdb74e8b"
"469",2011,8,1,NA,1,NA,"calf","fdb74e8b"
"470",2011,11,1,NA,1,NA,"adult","b4f00daa"
"471",2012,18,1,NA,1,NA,"adult","b4f00daa"
"472",2015,2,2,1,1,"male","adult","8c32ccb5"
"473",2013,2,1,NA,1,"male","adult","8c32ccb5"
"474",2011,11,1,NA,1,"male","adult","8c32ccb5"
"475",2012,11,3,37,1,"male","adult","8c32ccb5"
"476",2013,37,9,24.5,1.33333333333333,"female","calf","3b198551"
"477",2012,14,3,18.5,1,"female","calf","3b198551"
"478",2015,23,9,12.375,1.11111111111111,"female","juvenile","3b198551"
"479",2011,29,6,32.4,1,"female","calf","3b198551"
"480",2014,2,2,38,1,"female","juvenile","3b198551"
"481",2015,18,6,22.2,1.16666666666667,"male","juvenile","03db444e"
"482",2013,20,10,20.5555555555556,1.3,"male","juvenile","03db444e"
"483",2014,8,1,NA,2,"male","juvenile","03db444e"
"484",2011,28,8,25.4285714285714,1,"male","calf","03db444e"
"485",2012,23,8,17.4285714285714,1.125,"male","calf","03db444e"
"486",2013,73,11,18,1.09090909090909,"male","juvenile","4a9c076f"
"487",2015,52,5,19.5,1,"male","juvenile","4a9c076f"
"488",2011,16,1,NA,1,"male","juvenile","4a9c076f"
"489",2012,15,1,NA,2,"male","juvenile","4a9c076f"
"490",2014,9,1,NA,1,"male","juvenile","4a9c076f"
"491",2012,9,3,33,1,"female","adult","725ec670"
"492",2015,12,6,22.6,1,"female","adult","725ec670"
"493",2011,43,7,31.3333333333333,1.14285714285714,"female","adult","725ec670"
"494",2013,41,9,23.5,1.11111111111111,"female","adult","725ec670"
"495",2014,38,9,22.125,1.22222222222222,"female","adult","725ec670"
"496",2011,22,2,98,1,NA,"calf","d812812d"
"497",2014,5,2,36,1,"female","adult","e0d04032"
"498",2013,12,2,11,1,"female","adult","e0d04032"
"499",2015,20,4,20.6666666666667,1.25,"female","adult","e0d04032"
"500",2012,1,1,NA,1,"female","adult","e0d04032"
"501",2011,16,3,60.5,1,"female","adult","e0d04032"
"502",2012,5,1,NA,1,"male","adult","a9970313"
"503",2011,4,2,44,1,"male","adult","a9970313"
"504",2013,15,3,89,1,"male","adult","a9970313"
"505",2014,22,4,9.66666666666667,1,"male","adult","a9970313"
"506",2015,34,6,26.6,1.33333333333333,"male","adult","9155c20c"
"507",2012,39,7,21.5,1.14285714285714,"male","adult","9155c20c"
"508",2011,33,6,29.8,1,"male","adult","9155c20c"
"509",2013,25,11,18.7,1,"male","adult","9155c20c"
"510",2014,24,4,3.33333333333333,1,"male","adult","9155c20c"
"511",2014,13,5,44.5,1,"male","adult","8f153467"
"512",2011,11,3,37,1,"male","adult","8f153467"
"513",2013,36,7,30,1,"male","adult","8f153467"
"514",2015,6,3,2,1,"male","adult","8f153467"
"515",2012,34,6,15,1,"male","adult","8f153467"
"516",2014,1,1,NA,1,"female","adult","b7d7f578"
"517",2012,3,1,NA,1,"female","adult","b7d7f578"
"518",2011,1,1,NA,1,"female","adult","b7d7f578"
"519",2015,3,4,37.3333333333333,1,"female","adult","b7d7f578"
"520",2013,1,2,23,1.5,"female","adult","b7d7f578"
"521",2014,33,3,58.5,1,"female","juvenile","fe90b659"
"522",2011,1,2,58,1,"female","juvenile","fe90b659"
"523",2012,6,7,17.8333333333333,1,"female","juvenile","fe90b659"
"524",2013,41,8,27.7142857142857,1.125,"female","juvenile","fe90b659"
"525",2015,11,13,13.1666666666667,1,"female","juvenile","fe90b659"
"526",2013,25,7,23.8333333333333,1.42857142857143,"female","adult","c6527746"
"527",2011,26,5,34,1,"female","adult","c6527746"
"528",2012,14,3,18.5,1,"female","adult","c6527746"
"529",2014,16,6,30.2,1,"female","adult","c6527746"
"530",2015,6,2,41,1.5,"female","adult","c6527746"
"531",2014,29,7,20.6666666666667,1.14285714285714,"male","adult","6c1e301b"
"532",2013,44,7,30.8333333333333,1.28571428571429,"male","adult","6c1e301b"
"533",2012,34,8,13.4285714285714,1.125,"male","juvenile","6c1e301b"
"534",2011,30,8,21,1.375,"male","juvenile","6c1e301b"
"535",2015,36,9,16.625,1.33333333333333,"male","adult","6c1e301b"
"536",2011,40,6,17,1,"female","adult","54dcf104"
"537",2014,1,4,40,1.25,"female","adult","54dcf104"
"538",2012,22,6,28.2,1.16666666666667,"female","adult","54dcf104"
"539",2013,60,13,16.3333333333333,1.30769230769231,"female","adult","54dcf104"
"540",2012,18,4,11,1,NA,"calf","1d9bb225"
"541",2014,1,1,NA,2,NA,"calf","1d9bb225"
"542",2013,21,4,42.3333333333333,1,NA,"calf","1d9bb225"
"543",2011,15,3,56.5,1.33333333333333,NA,"calf","1d9bb225"
"544",2012,43,18,7.52941176470588,1.11111111111111,"female","juvenile","2559733a"
"545",2011,27,12,13.7272727272727,1,"female","juvenile","2559733a"
"546",2015,86,35,4.88235294117647,1.45714285714286,"female","juvenile","2559733a"
"547",2014,67,15,12.5,1.26666666666667,"female","juvenile","2559733a"
"548",2013,84,21,9.4,1.28571428571429,"female","juvenile","2559733a"
"549",2011,6,2,37,1,"female","juvenile","92723ade"
"550",2013,28,7,12.5,1.14285714285714,"female","adult","92723ade"
"551",2015,104,6,24.4,1.5,"female","adult","92723ade"
"552",2014,24,6,34,1.16666666666667,"female","adult","92723ade"
"553",2012,11,2,41,1.5,"female","adult","92723ade"
"554",2014,1,1,NA,2,"female","adult","aab0fbc1"
"555",2013,21,4,42.3333333333333,1,"female","adult","aab0fbc1"
"556",2011,15,3,56.5,1.33333333333333,"female","adult","aab0fbc1"
"557",2012,18,4,11,1,"female","adult","aab0fbc1"
"558",2013,2,1,NA,1,"male","adult","e3f7b8e0"
"559",2012,11,3,37,1,"male","adult","e3f7b8e0"
"560",2011,11,1,NA,1,"male","adult","e3f7b8e0"
"561",2014,3,3,2.5,1,"female","juvenile","db3579ff"
"562",2012,14,6,18,1.16666666666667,"female","juvenile","db3579ff"
"563",2015,9,3,27.5,2,"female","juvenile","db3579ff"
"564",2013,18,7,28.3333333333333,1.14285714285714,"female","juvenile","db3579ff"
"565",2011,26,4,64.6666666666667,1,"female","calf","db3579ff"
"566",2015,8,2,19,1,"female","adult","71793ea2"
"567",2014,6,1,NA,1,"female","adult","71793ea2"
"568",2012,7,2,114,1,"female","adult","71793ea2"
"569",2011,11,1,NA,1,"female","adult","71793ea2"
"570",2013,13,3,37.5,1,"female","adult","71793ea2"
"571",2013,58,15,13.9285714285714,1.26666666666667,"male","adult","49bbffbd"
"572",2012,37,13,10.75,1.15384615384615,"male","adult","49bbffbd"
"573",2014,59,14,11.2307692307692,1.07142857142857,"male","adult","49bbffbd"
"574",2015,49,15,16.3571428571429,1.2,"male","adult","49bbffbd"
"575",2011,30,9,21.125,1,"male","adult","49bbffbd"
"576",2014,3,2,16,1,"female","adult","00fcbc9c"
"577",2013,3,1,NA,1,"female","adult","00fcbc9c"
"578",2015,10,3,43,1,"female","adult","00fcbc9c"
"579",2012,1,2,11,1,"female","adult","00fcbc9c"
"580",2011,13,2,15,1,"female","adult","00fcbc9c"
"581",2014,69,24,7.08695652173913,1.33333333333333,"male","juvenile","383e7d83"
"582",2015,78,50,4.24489795918367,1.24,"male","adult","383e7d83"
"583",2013,69,29,6.92857142857143,1.20689655172414,"male","juvenile","383e7d83"
"584",2011,34,18,11.4117647058824,1.16666666666667,"male","juvenile","383e7d83"
"585",2012,32,12,11,1,"male","juvenile","383e7d83"
"586",2011,6,2,36,1.5,NA,NA,"b5db2915"
"587",2014,18,4,12,1.25,NA,"calf","b5db2915"
"588",2015,28,7,18.3333333333333,1.28571428571429,NA,"calf","b5db2915"
"589",2013,16,4,28.3333333333333,1.25,NA,"calf","b5db2915"
"590",2012,9,2,4,1,NA,"calf","b5db2915"
"591",2012,14,4,29.3333333333333,1,NA,"calf","8d19e80a"
"592",2015,8,5,21.5,1.2,NA,"juvenile","8d19e80a"
"593",2014,1,2,14,1,NA,"juvenile","8d19e80a"
"594",2011,12,2,29,1.5,NA,"calf","8d19e80a"
"595",2013,29,3,49.5,1,NA,"juvenile","8d19e80a"
"596",2011,40,6,32.4,1,"male","adult","c45eab2b"
"597",2014,10,6,18.2,1,"male","adult","c45eab2b"
"598",2013,25,6,31.8,1.16666666666667,"male","adult","c45eab2b"
"599",2015,9,4,35,1,"male","adult","c45eab2b"
"600",2012,42,8,14.8571428571429,1.5,"male","adult","c45eab2b"
"601",2015,18,6,21.4,1,"female","adult","fc9c6a34"
"602",2011,25,4,61.6666666666667,1,"female","adult","fc9c6a34"
"603",2013,53,8,24.2857142857143,1.125,"female","adult","fc9c6a34"
"604",2012,31,8,14.4285714285714,1,"female","adult","fc9c6a34"
"605",2011,5,1,NA,1,"female","adult","56d02d69"
"606",2012,1,1,NA,1,"female","adult","56d02d69"
"607",2015,59,2,42,1,"female","adult","56d02d69"
"608",2012,17,2,114,1.5,"male","adult","6e12ec76"
"609",2011,8,1,NA,1,"male","adult","6e12ec76"
"610",2013,3,2,117,1,"male","adult","6e12ec76"
"611",2011,1,1,NA,1,"female","adult","2755af57"
"612",2013,7,1,NA,1,"female","adult","2755af57"
"613",2013,34,2,150,1.5,"male","adult","1f976e48"
"614",2011,20,2,81,1,"male","adult","1f976e48"
"615",2012,15,4,38.3333333333333,1,"male","adult","1f976e48"
"616",2013,2,1,NA,1,NA,"juvenile","a8bc27ac"
"617",2011,18,1,NA,1,NA,"calf","a8bc27ac"
"618",2014,2,1,NA,1,NA,"juvenile","a8bc27ac"
"619",2011,1,1,NA,1,NA,"calf","907ee6b3"
"620",2013,24,2,1,1.5,NA,"calf","907ee6b3"
"621",2015,14,2,43,1,NA,"juvenile","907ee6b3"
"622",2011,8,1,NA,1,"male","adult","d939a592"
"623",2014,4,1,NA,1,"male","adult","d939a592"
"624",2012,19,2,114,2,"male","adult","d939a592"
"625",2013,10,4,49,1,NA,"juvenile","e1fb648d"
"626",2015,58,2,22,1,NA,"juvenile","e1fb648d"
"627",2014,2,1,NA,1,NA,"juvenile","e1fb648d"
"628",2011,21,2,27,1,NA,"calf","e1fb648d"
"629",2015,1,1,NA,1,"female","adult","4bb723d0"
"630",2012,2,2,18,1,"female","adult","4bb723d0"
"631",2011,29,3,97,1.33333333333333,"female","adult","4bb723d0"
"632",2013,17,3,38,1,"female","adult","4bb723d0"
"633",2015,4,1,NA,2,"female","adult","7375e2cf"
"634",2011,12,2,29,1.5,"female","adult","7375e2cf"
"635",2013,34,6,19,1,"female","adult","7375e2cf"
"636",2012,20,5,16.5,1,"female","adult","7375e2cf"
"637",2014,6,2,31,1.5,"male","adult","3a32a1ee"
"638",2011,5,1,NA,1,"male","adult","3a32a1ee"
"639",2011,8,1,NA,1,"male","adult","02f060f1"
"640",2013,8,4,45.3333333333333,1,"male","adult","02f060f1"
"641",2015,18,2,18,1,"male","adult","02f060f1"
"642",2014,4,1,NA,1,"male","adult","02f060f1"
"643",2012,34,2,114,2.5,"male","adult","02f060f1"
"644",2015,64,11,18.4,1,"female","adult","fa890e83"
"645",2014,34,10,19.3333333333333,1,"female","adult","fa890e83"
"646",2011,12,2,39,1,"female","juvenile","fa890e83"
"647",2012,19,4,23.3333333333333,1.5,"female","adult","fa890e83"
"648",2013,58,9,23.375,1.22222222222222,"female","adult","fa890e83"
"649",2014,9,1,NA,1,"male","adult","c24bcf9c"
"650",2011,2,1,NA,1,"male","adult","c24bcf9c"
"651",2015,3,2,2,1,"male","adult","c24bcf9c"
"652",2012,22,4,32,1,"male","adult","c24bcf9c"
"653",2012,20,6,26.8,1,NA,"calf","8b0c8cbd"
"654",2011,13,1,NA,1,NA,NA,"8b0c8cbd"
"655",2013,20,6,3,1,"male","adult","b3ce4da2"
"656",2011,18,2,22,1,"male","adult","b3ce4da2"
"657",2012,8,2,29,1,"male","adult","b3ce4da2"
"658",2014,13,1,NA,1,"male","adult","19820aff"
"659",2013,7,3,87.5,1.33333333333333,"male","adult","19820aff"
"660",2011,18,1,NA,1,"male","adult","19820aff"
"661",2015,57,1,NA,1,"male","adult","19820aff"
"662",2014,1,4,42.3333333333333,1,"female","adult","2140cbe0"
"663",2011,24,8,27.7142857142857,1.25,"female","adult","2140cbe0"
"664",2015,4,5,57.25,1,"female","adult","2140cbe0"
"665",2012,3,2,71,1,"female","adult","2140cbe0"
"666",2013,24,8,26.7142857142857,1.125,"female","adult","2140cbe0"
"667",2011,67,19,10.7222222222222,1.05263157894737,"female","adult","680788c1"
"668",2013,49,19,10.8333333333333,1.15789473684211,"female","adult","680788c1"
"669",2012,30,15,9,1.06666666666667,"female","adult","680788c1"
"670",2015,55,52,4.2156862745098,1.26923076923077,"female","adult","680788c1"
"671",2014,39,26,7.36,1.07692307692308,"female","adult","680788c1"
"672",2012,9,2,88,1,"female","adult","50c549de"
"673",2011,12,1,NA,1,"female","adult","50c549de"
"674",2013,9,1,NA,1,"female","adult","50c549de"
"675",2014,14,1,NA,2,"female","adult","50c549de"
"676",2014,23,2,18,1,"female","adult","e7ee003a"
"677",2011,16,3,73.5,1,"female","adult","e7ee003a"
"678",2013,47,4,55.6666666666667,2,"female","adult","e7ee003a"
"679",2012,16,2,3,1.5,"female","adult","e7ee003a"
"680",2014,10,3,47.5,1.66666666666667,"male","adult","df2cc125"
"681",2012,23,6,22,1,"male","adult","df2cc125"
"682",2013,42,6,33.4,1.33333333333333,"male","adult","df2cc125"
"683",2011,30,6,38.4,1.33333333333333,"male","adult","df2cc125"
"684",2015,22,7,36.6666666666667,1,"male","adult","df2cc125"
"685",2014,13,5,43.75,1.2,"male","adult","966b8204"
"686",2011,24,5,19.25,1,"male","adult","966b8204"
"687",2012,30,6,15,1,"male","adult","966b8204"
"688",2013,19,6,36.4,1,"male","adult","966b8204"
"689",2015,6,2,87,1,"male","adult","966b8204"
"690",2012,21,9,15.625,1.11111111111111,"male","adult","aea9431b"
"691",2011,49,10,19.6666666666667,1,"male","adult","aea9431b"
"692",2013,31,2,18,1,"male","adult","aea9431b"
"693",2011,5,2,141,1,NA,"calf","04e50446"
"694",2012,9,4,26.6666666666667,1,"female","adult","3c27c559"
"695",2011,11,2,9,1,"female","adult","3c27c559"
"696",2011,5,2,141,1,"female","adult","75608678"
"697",2014,54,6,17.2,1.16666666666667,"female","adult","75608678"
"698",2013,6,1,NA,2,"female","adult","75608678"
"699",2015,57,1,NA,1,"female","adult","75608678"
"700",2011,52,15,13.2857142857143,1.06666666666667,"male","adult","4da24767"
"701",2013,49,19,10.8888888888889,1.21052631578947,"male","adult","4da24767"
"702",2012,37,10,14.2222222222222,1.2,"male","adult","4da24767"
"703",2015,89,19,10.2222222222222,1.05263157894737,"male","adult","4da24767"
"704",2014,39,8,21,1.125,"male","adult","4da24767"
"705",2011,26,3,37,1,"male","adult","c04713f1"
"706",2012,34,6,15,1,"male","adult","c04713f1"
"707",2013,18,5,45,1,"male","adult","c04713f1"
"708",2015,64,23,7.54545454545455,1.34782608695652,"female","adult","f885d2ee"
"709",2011,63,14,10.2307692307692,1,"female","juvenile","f885d2ee"
"710",2012,41,13,10,1.07692307692308,"female","juvenile","f885d2ee"
"711",2014,92,19,10.7777777777778,1.26315789473684,"female","adult","f885d2ee"
"712",2013,75,15,12.9285714285714,1.33333333333333,"female","adult","f885d2ee"
"713",2012,25,3,26,1.33333333333333,"male","calf","b1c291cf"
"714",2011,9,4,16.3333333333333,1,"male","calf","b1c291cf"
"715",2014,31,4,37,1.5,"male","adult","890050d0"
"716",2015,27,5,37,1,"male","adult","890050d0"
"717",2011,11,2,83,1,"male","adult","890050d0"
"718",2012,8,1,NA,1,"male","adult","890050d0"
"719",2013,42,6,32.2,1.16666666666667,"male","adult","890050d0"
"720",2014,43,6,27.4,1.33333333333333,"female","adult","234c178d"
"721",2012,39,20,6.84210526315789,1.3,"female","adult","234c178d"
"722",2015,76,25,8.33333333333333,1.44,"female","adult","234c178d"
"723",2011,39,15,13.9285714285714,1.06666666666667,"female","adult","234c178d"
"724",2013,83,21,9.8,1.14285714285714,"female","adult","234c178d"
"725",2015,14,2,69,1,"female","adult","1b8ed692"
"726",2011,3,1,NA,2,"female","adult","1b8ed692"
"727",2012,12,1,NA,1,"female","adult","1b8ed692"
"728",2013,10,1,NA,2,"female","adult","1b8ed692"
"729",2013,78,21,9.7,1.19047619047619,"male","juvenile","52c995b3"
"730",2014,67,14,12.3076923076923,1.21428571428571,"male","juvenile","52c995b3"
"731",2015,81,44,5.13953488372093,1.25,"male","juvenile","52c995b3"
"732",2012,48,9,10.5,1.11111111111111,"male","juvenile","52c995b3"
"733",2011,26,9,18.5,1,"male","juvenile","52c995b3"
"734",2014,27,3,53.5,1.33333333333333,"female","adult","6a0b54ac"
"735",2013,27,5,38.75,1.2,"female","adult","6a0b54ac"
"736",2011,40,7,26.8333333333333,1.14285714285714,"female","adult","6a0b54ac"
"737",2012,8,1,NA,1,"female","adult","6a0b54ac"
"738",2015,34,7,30.6666666666667,1.28571428571429,"female","adult","6a0b54ac"
"739",2014,13,1,NA,1,"male","adult","dd201d48"
"740",2013,7,3,87.5,1.33333333333333,"male","adult","dd201d48"
"741",2015,57,2,39,1,"male","adult","dd201d48"
"742",2011,18,1,NA,1,"male","adult","dd201d48"
"743",2012,16,1,NA,1,"female","adult","e5e2dc57"
"744",2011,11,1,NA,1,"female","adult","e5e2dc57"
"745",2015,1,1,NA,1,"female","adult","e5e2dc57"
"746",2011,7,1,NA,1,NA,"juvenile","aca59f76"
"747",2012,5,1,NA,1,"female","adult","94675e69"
"748",2013,25,1,NA,2,"female","adult","94675e69"
"749",2011,21,2,51,1,"female","adult","94675e69"
"750",2012,8,1,NA,1,NA,"juvenile","3e2b1934"
"751",2013,12,2,29,1,NA,"juvenile","3e2b1934"
"752",2011,16,3,60.5,1,NA,"calf","3e2b1934"
"753",2015,19,5,30.25,1,NA,"juvenile","3e2b1934"
"754",2014,10,2,26,1,NA,"juvenile","3e2b1934"
"755",2011,11,1,NA,1,NA,"adult","06e9d82b"
"756",2012,10,3,65.5,1,"female","calf","4fae9b0a"
"757",2011,13,2,106,1,"female","calf","4fae9b0a"
"758",2013,20,8,21.5714285714286,1.125,"female","calf","4fae9b0a"
"759",2015,27,6,26.8,1.16666666666667,"female","juvenile","4fae9b0a"
"760",2014,13,2,8,1,"male","adult","776c5a15"
"761",2015,51,13,13.4166666666667,1,"male","adult","776c5a15"
"762",2011,30,5,48.25,1.2,"male","adult","776c5a15"
"763",2012,37,12,12.1818181818182,1,"male","adult","776c5a15"
"764",2013,76,15,10.8571428571429,1.06666666666667,"male","adult","776c5a15"
"765",2014,18,2,12,1.5,"male","adult","642d41af"
"766",2012,6,2,29,1,"male","adult","642d41af"
"767",2015,80,3,21,1,"male","adult","642d41af"
"768",2013,36,3,38,1,"male","adult","642d41af"
"769",2011,12,1,NA,1,"male","adult","642d41af"
"770",2013,30,NA,NA,NA,"female","adult","5cef80b0"
"771",2011,11,1,NA,1,"female","adult","5cef80b0"
"772",2015,62,2,22,1,"female","adult","5cef80b0"
"773",2012,6,1,NA,2,"female","adult","5cef80b0"
"774",2011,18,NA,NA,NA,"male","juvenile","15a8c391"
"775",2012,13,3,53.5,1,NA,"calf","2d6a028e"
"776",2014,23,14,14.2307692307692,1,NA,"calf","2d6a028e"
"777",2013,49,18,10.3529411764706,1.16666666666667,NA,"calf","2d6a028e"
"778",2015,62,19,11.9444444444444,1.05263157894737,NA,"calf","2d6a028e"
"779",2011,25,6,9.2,1,NA,NA,"2d6a028e"
"780",2013,10,3,4.5,1,"male","calf","872645d3"
"781",2011,15,3,78.5,1,"male","calf","872645d3"
"782",2012,46,11,12.3,1.09090909090909,"male","calf","872645d3"
"783",2012,12,1,NA,1,"male","juvenile","bfe484cc"
"784",2014,26,4,49.3333333333333,1,"male","adult","bfe484cc"
"785",2011,38,8,13.1428571428571,1,"male","juvenile","bfe484cc"
"786",2013,67,7,29.1666666666667,1.14285714285714,"male","juvenile","bfe484cc"
"787",2015,56,8,29.5714285714286,1.25,"male","adult","bfe484cc"
"788",2012,28,6,20.8,1,NA,"calf","f6a3c7ed"
"789",2011,25,2,147,1.5,NA,"calf","f6a3c7ed"
"790",2013,13,3,4,1,NA,"calf","f6a3c7ed"
"791",2012,6,1,NA,1,"female","adult","ce6106f2"
"792",2015,4,2,1,1,"female","adult","ce6106f2"
"793",2011,10,1,NA,1,"female","adult","ce6106f2"
"794",2011,8,2,27,1,"female","adult","794a4f16"
"795",2011,28,6,17,1,NA,"calf","41888e09"
"796",2012,22,6,28.2,1.16666666666667,NA,"calf","41888e09"
"797",2014,9,2,40,1.5,"male","adult","08cfcd28"
"798",2011,15,2,22,1,"male","adult","08cfcd28"
"799",2012,8,1,NA,1,"male","adult","08cfcd28"
"800",2013,14,2,20,1.5,"male","adult","08cfcd28"
"801",2013,14,5,37.75,1,"male","calf","300d0c37"
"802",2011,11,1,NA,1,"male","calf","300d0c37"
"803",2012,4,2,23,1,"male","calf","300d0c37"
"804",2015,79,21,11.45,1.19047619047619,"male","adult","9a414b6a"
"805",2014,59,16,10.0666666666667,1.0625,"male","adult","9a414b6a"
"806",2011,40,13,14.5,1,"male","adult","9a414b6a"
"807",2013,64,15,13.2857142857143,1.33333333333333,"male","adult","9a414b6a"
"808",2012,30,10,14.4444444444444,1.1,"male","adult","9a414b6a"
"809",2012,11,1,NA,1,"female","adult","a2838a75"
"810",2011,15,2,2,1,"female","adult","a2838a75"
"811",2012,5,3,53.5,1,"female","adult","ebc4c954"
"812",2015,61,23,6.31818181818182,1.26086956521739,"female","adult","ebc4c954"
"813",2014,43,15,13.2142857142857,1,"female","adult","ebc4c954"
"814",2013,47,18,10.3529411764706,1.11111111111111,"female","adult","ebc4c954"
"815",2011,46,8,12.1428571428571,1,"female","adult","ebc4c954"
"816",2014,4,7,16,1.28571428571429,"female","adult","d306084b"
"817",2015,4,2,30,1,"female","adult","d306084b"
"818",2013,2,3,83.5,1,"female","adult","d306084b"
"819",2012,4,1,NA,1,"female","adult","d306084b"
"820",2011,24,2,39,1,"female","adult","d306084b"
"821",2012,17,5,32.25,1,"male","adult","5ee35cdd"
"822",2013,55,17,11.375,1.05882352941176,"male","adult","5ee35cdd"
"823",2014,27,11,15,1.09090909090909,"male","adult","5ee35cdd"
"824",2011,33,4,64.6666666666667,1.5,"male","adult","5ee35cdd"
"825",2015,47,13,12.1666666666667,1.07692307692308,"male","adult","5ee35cdd"
"826",2012,15,2,18,1,"male","adult","66219dc2"
"827",2011,8,1,NA,1,"male","adult","66219dc2"
"828",2013,11,2,26,1,"male","adult","66219dc2"
"829",2012,17,2,1,1,"female","adult","2f66dee3"
"830",2015,8,3,41,1.33333333333333,"female","adult","2f66dee3"
"831",2014,2,1,NA,1,"female","adult","2f66dee3"
"832",2013,1,1,NA,1,"female","adult","2f66dee3"
"833",2011,6,2,51,1,"female","adult","2f66dee3"
"834",2011,5,1,NA,1,"female","adult","17a41ffc"
"835",2013,11,2,61,1,"male","adult","bde858a1"
"836",2012,25,4,14.3333333333333,1,"male","adult","bde858a1"
"837",2014,13,4,45.6666666666667,1,"male","adult","bde858a1"
"838",2015,6,3,2,1,"male","adult","bde858a1"
"839",2011,16,3,20.5,1,"male","adult","bde858a1"
"840",2011,6,2,36,1.5,"female","adult","852a99be"
"841",2013,16,4,28.3333333333333,1.25,"female","adult","852a99be"
"842",2015,28,7,18.3333333333333,1.28571428571429,"female","adult","852a99be"
"843",2012,9,2,4,1,"female","adult","852a99be"
"844",2014,18,4,12,1.25,"female","adult","852a99be"
"845",2011,25,5,3.25,1.2,NA,NA,"cc6dda9f"
"846",2015,63,17,13.75,1.17647058823529,"male","adult","f4af1b80"
"847",2014,58,9,20.125,1.22222222222222,"male","adult","f4af1b80"
"848",2011,64,12,17.7272727272727,1,"male","adult","f4af1b80"
"849",2012,27,7,21.1666666666667,1.14285714285714,"male","adult","f4af1b80"
"850",2013,61,13,15.6666666666667,1.30769230769231,"male","adult","f4af1b80"
"851",2011,10,1,NA,1,NA,"juvenile","43845264"
"852",2013,50,8,23.8571428571429,1,NA,"juvenile","43845264"
"853",2015,32,6,22.2,1,NA,"adult","43845264"
"854",2014,38,5,38.75,1.4,NA,"adult","43845264"
"855",2012,19,4,22.3333333333333,1,"male","calf","7b46937b"
"856",2011,20,2,19,1,"male","calf","7b46937b"
"857",2014,30,7,23.5,1.28571428571429,"male","juvenile","7b46937b"
"858",2013,43,6,19,1.16666666666667,"male","calf","7b46937b"
"859",2015,19,4,14.3333333333333,1.25,"male","juvenile","7b46937b"
"860",2011,23,10,19,1.1,"female","adult","3201d05a"
"861",2012,17,9,15.75,1.22222222222222,"female","adult","3201d05a"
"862",2013,42,19,11,1.15789473684211,"female","adult","3201d05a"
"863",2014,31,29,7.03571428571429,1.17241379310345,"female","adult","3201d05a"
"864",2015,17,15,5.5,1.33333333333333,"female","adult","3201d05a"
"865",2011,19,1,NA,1,"female","adult","0ac31145"
"866",2015,125,14,16.8461538461538,1.14285714285714,"female","adult","0ac31145"
"867",2014,41,8,20,1.25,"female","adult","0ac31145"
"868",2013,37,9,22.5,1.33333333333333,"female","adult","0ac31145"
"869",2012,28,15,9.57142857142857,1.13333333333333,"female","calf","a08f5618"
"870",2015,72,26,8.76,1.11538461538462,"female","juvenile","a08f5618"
"871",2013,69,18,11.6470588235294,1.05555555555556,"female","juvenile","a08f5618"
"872",2014,27,8,26.5714285714286,1.125,"female","juvenile","a08f5618"
"873",2011,24,12,17.2727272727273,1,"female","calf","a08f5618"
"874",2011,43,10,21.3333333333333,1,"male","adult","984d9707"
"875",2013,66,13,15.6666666666667,1.23076923076923,"male","adult","984d9707"
"876",2012,39,12,11.8181818181818,1.16666666666667,"male","adult","984d9707"
"877",2011,44,4,60.6666666666667,1,"female","adult","d10ad426"
"878",2012,20,6,26.8,1,"female","adult","d10ad426"
"879",2013,51,13,16.3333333333333,1.07692307692308,"female","adult","d10ad426"
